in1 in2 in3 target
2.0 2.0 2.0 25.132741228718345
1.9574074055555557 2.4 2.1344444433333334 27.65779017954341
1.9574074055555557 2.2229629622222222 1.9574074055555557 27.934576445278147
2.4 2.1344444433333334 2.4 26.822219930686224
2.0459259244444445 2.0459259244444445 2.1344444433333334 24.643637945791486
1.8688888866666669 1.9574074055555557 2.311481481111111 19.887681412799804
1.9574074055555557 2.311481481111111 2.311481481111111 24.597506901502367
2.2229629622222222 1.6033333300000001 2.1344444433333334 20.983651091991828
1.7803703677777778 1.691851848888889 1.7803703677777778 21.26043735772657
2.1344444433333334 2.4 1.9574074055555557 32.88703601046014
1.6033333300000001 2.0459259244444445 2.0459259244444445 20.148080843134643
2.311481481111111 2.4 1.9574074055555557 35.61478254645829
1.6033333300000001 2.0459259244444445 2.4 17.175617051988187
1.7803703677777778 2.2229629622222222 2.4 20.722455058165135
2.2229629622222222 1.7803703677777778 1.9574074055555557 25.408043312005727
1.691851848888889 2.0459259244444445 1.9574074055555557 22.221883820274215
2.2229629622222222 1.9574074055555557 1.7803703677777778 30.712343787936042
2.4 1.9574074055555557 2.4 24.597506901502364
2.2229629622222222 2.2229629622222222 2.4 25.87397033467444
1.6033333300000001 1.8688888866666669 2.311481481111111 16.290212438689174
1.9574074055555557 1.691851848888889 1.9574074055555557 21.260437357726566
2.311481481111111 2.0459259244444445 2.1344444433333334 27.84231435669991
1.6033333300000001 1.7803703677777778 2.311481481111111 15.518638757800076
1.691851848888889 1.8688888866666669 2.2229629622222222 17.87406977928587
2.0459259244444445 2.4 2.0459259244444445 30.15928947446202
2.2229629622222222 1.691851848888889 1.691851848888889 27.934576445278154
1.9574074055555557 1.691851848888889 2.4 17.339723970568325
2.1344444433333334 1.6033333300000001 1.6033333300000001 26.822219930686224
2.311481481111111 1.9574074055555557 2.311481481111111 24.597506901502367
2.2229629622222222 2.0459259244444445 1.9574074055555557 29.19784301191436
1.8688888866666669 2.2229629622222222 1.8688888866666669 27.934576445278154
2.311481481111111 1.6033333300000001 1.6033333300000001 29.046932959870084
1.7803703677777778 1.9574074055555557 1.691851848888889 25.884460532052323
2.1344444433333334 1.8688888866666669 2.311481481111111 21.68641589985512
1.9574074055555557 1.9574074055555557 1.691851848888889 28.458367793152235
1.9574074055555557 1.8688888866666669 1.8688888866666669 24.59750690150236
1.6033333300000001 2.4 2.0459259244444445 23.634968131435976
2.311481481111111 2.311481481111111 1.9574074055555557 34.30121262914064
2.4 1.7803703677777778 2.311481481111111 23.229563261633306
2.0459259244444445 2.311481481111111 2.2229629622222222 26.73363172402564
1.6033333300000001 2.2229629622222222 1.691851848888889 26.473025698770172
1.9574074055555557 2.1344444433333334 1.9574074055555557 26.822219930686224
2.2229629622222222 2.0459259244444445 1.7803703677777778 32.10122745926499
2.0459259244444445 2.2229629622222222 2.1344444433333334 26.776088886397098
1.6033333300000001 1.691851848888889 2.1344444433333334 15.970229598848702
1.6033333300000001 1.691851848888889 1.691851848888889 20.14808084313464
1.6033333300000001 2.311481481111111 1.691851848888889 27.527183174709428
1.6033333300000001 2.311481481111111 2.4 19.404964895348026
1.6033333300000001 1.8688888866666669 1.9574074055555557 19.23693773126842
2.2229629622222222 2.0459259244444445 2.311481481111111 24.725300464140926
2.2229629622222222 2.311481481111111 1.691851848888889 38.165431670834025
2.311481481111111 1.8688888866666669 1.7803703677777778 30.49112206254643
1.8688888866666669 1.9574074055555557 2.0459259244444445 22.46904774932514
2.0459259244444445 2.0459259244444445 2.311481481111111 22.756174560234193
2.2229629622222222 2.2229629622222222 1.6033333300000001 38.73026752535521
1.9574074055555557 2.1344444433333334 1.8688888866666669 28.09263423862889
1.9574074055555557 2.2229629622222222 2.2229629622222222 24.59750690150236
1.7803703677777778 1.8688888866666669 1.9574074055555557 21.361044059089423
2.311481481111111 2.1344444433333334 1.6033333300000001 38.66885537274432
2.1344444433333334 1.9574074055555557 2.0459259244444445 25.661736477590974
2.1344444433333334 1.691851848888889 2.0459259244444445 22.180286118305222
2.2229629622222222 1.7803703677777778 1.691851848888889 29.396127191786135
1.9574074055555557 2.1344444433333334 2.1344444433333334 24.597506901502364
2.4 1.691851848888889 2.0459259244444445 24.939832400041187
1.9574074055555557 2.1344444433333334 2.2229629622222222 23.61803269690131
2.311481481111111 2.1344444433333334 1.9574074055555557 31.67407279450536
2.4 1.8688888866666669 1.9574074055555557 28.795416206462946
1.9574074055555557 2.311481481111111 1.7803703677777778 31.935311165222785
2.2229629622222222 1.8688888866666669 2.4 21.752758113466996
2.311481481111111 2.4 1.7803703677777778 39.15625667860452
1.9574074055555557 1.7803703677777778 1.9574074055555557 22.3727938723185
1.691851848888889 1.7803703677777778 1.8688888866666669 20.253452705368463
1.691851848888889 1.7803703677777778 1.9574074055555557 19.337544432631272
1.7803703677777778 1.8688888866666669 1.6033333300000001 26.078336331759623
2.0459259244444445 2.2229629622222222 2.4 23.813364224070714
1.9574074055555557 1.6033333300000001 1.8688888866666669 21.10237956437583
2.0459259244444445 2.311481481111111 1.6033333300000001 37.06520163726528
1.8688888866666669 1.8688888866666669 2.1344444433333334 20.563260241736756
1.691851848888889 1.7803703677777778 2.4 15.771438615705026
1.6033333300000001 1.6033333300000001 1.9574074055555557 16.503508395669755
2.1344444433333334 1.6033333300000001 2.311481481111111 18.604933481356454
1.691851848888889 1.7803703677777778 1.7803703677777778 21.26043735772657
2.1344444433333334 1.691851848888889 1.9574074055555557 23.18333028282186
1.691851848888889 1.8688888866666669 1.691851848888889 23.485150386910433
2.2229629622222222 2.1344444433333334 1.6033333300000001 37.188025942487066
2.0459259244444445 1.7803703677777778 2.4 19.072116244011763
1.7803703677777778 2.2229629622222222 2.1344444433333334 23.300626209753936
2.1344444433333334 2.2229629622222222 2.0459259244444445 29.143186836876726
2.0459259244444445 1.9574074055555557 2.2229629622222222 22.63855849230026
1.691851848888889 2.311481481111111 2.2229629622222222 22.107029252336744
2.0459259244444445 1.9574074055555557 1.6033333300000001 31.387532526679788
1.9574074055555557 2.2229629622222222 2.4 22.783061168768853
2.0459259244444445 1.8688888866666669 2.0459259244444445 23.485150386910433
2.2229629622222222 2.1344444433333334 1.9574074055555557 30.46110957855058
1.8688888866666669 1.7803703677777778 1.6033333300000001 26.078336331759623
1.7803703677777778 2.1344444433333334 1.691851848888889 28.225571638541528
2.311481481111111 1.691851848888889 2.311481481111111 21.26043735772657
2.0459259244444445 1.6033333300000001 2.1344444433333334 19.312510594277455
1.691851848888889 1.9574074055555557 2.0459259244444445 20.340588597147917
1.9574074055555557 1.8688888866666669 2.311481481111111 19.887681412799804
2.311481481111111 2.4 2.311481481111111 30.159289474462014
2.4 2.4 1.6033333300000001 45.14488246727137
1.9574074055555557 2.0459259244444445 2.0459259244444445 24.597506901502367
2.4 2.0459259244444445 1.9574074055555557 31.523162742461082
2.1344444433333334 1.6033333300000001 1.7803703677777778 24.15506345072314
2.4 2.4 2.2229629622222222 32.561178916967044
1.6033333300000001 1.6033333300000001 2.2229629622222222 14.531996304175461
1.7803703677777778 2.4 2.2229629622222222 24.154565868199438
2.4 1.7803703677777778 1.7803703677777778 30.159289474462014
2.0459259244444445 2.1344444433333334 1.9574074055555557 28.035183146641007
2.311481481111111 1.7803703677777778 2.2229629622222222 23.26367987025897
1.6033333300000001 2.311481481111111 1.6033333300000001 29.046932959870084
2.0459259244444445 1.9574074055555557 2.311481481111111 21.77161160828083
1.691851848888889 1.8688888866666669 2.1344444433333334 18.61533347828764
1.9574074055555557 2.2229629622222222 1.691851848888889 32.3192286848021
1.9574074055555557 2.2229629622222222 2.311481481111111 23.655541803761853
1.9574074055555557 1.691851848888889 2.1344444433333334 19.49703477143395
2.2229629622222222 1.6033333300000001 1.8688888866666669 23.965275728099403
1.691851848888889 2.311481481111111 1.6033333300000001 30.650586695349123
2.4 2.2229629622222222 2.1344444433333334 31.410039121921315
2.4 1.691851848888889 1.8688888866666669 27.302345271875197
2.4 1.9574074055555557 2.0459259244444445 28.85442520585681
2.1344444433333334 2.4 1.6033333300000001 40.14968480300158
2.0459259244444445 2.1344444433333334 1.691851848888889 32.435626762107454
2.1344444433333334 1.7803703677777778 1.7803703677777778 26.822219930686224
1.691851848888889 1.9574074055555557 1.6033333300000001 25.955512026537846
2.311481481111111 1.7803703677777778 1.8688888866666669 27.671146789693587
2.4 1.7803703677777778 1.8688888866666669 28.730817373168602
1.7803703677777778 2.1344444433333334 2.0459259244444445 23.34076957140047
2.0459259244444445 1.8688888866666669 1.7803703677777778 26.988136224728432
1.691851848888889 2.0459259244444445 1.7803703677777778 24.431590607460155
2.311481481111111 1.8688888866666669 2.0459259244444445 26.533458299666307
1.9574074055555557 1.6033333300000001 2.4 16.43250110420157
2.4 1.9574074055555557 1.8688888866666669 31.58776157575542
