in1 in2 target
3.0 3.0 9.0
4.582456136842105 1.8684210263157897 8.561957398245616
1.0333333 2.2859648894736844 2.3621636429239774
3.1210526157894742 2.703508752631579 8.437793064210528
1.4508771631578947 3.329824547368421 4.831166393099416
2.2859648894736844 1.6596490947368423 3.793899559415206
2.9122806842105264 3.9561403421052637 11.521391102339184
1.4508771631578947 1.8684210263157897 2.710849398245615
4.164912273684211 2.077192957894737 8.6513264451462
2.4947368210526317 1.6596490947368423 4.140387706666668
4.164912273684211 1.6596490947368423 6.912292884678363
3.329824547368421 3.1210526157894742 10.392557613684213
5.0 2.9122806842105264 14.561403421052631
2.703508752631579 3.1210526157894742 8.437793064210528
1.0333333 4.373684205263158 4.519473532982457
4.582456136842105 4.582456136842105 20.99890424608187
2.4947368210526317 1.2421052315789474 3.098725656842106
4.373684205263158 1.8684210263157897 8.171883531578949
4.791228068421053 1.6596490947368423 7.95175732643275
3.1210526157894742 4.582456136842105 14.302086712631581
4.582456136842105 2.703508752631579 12.388710274502925
4.582456136842105 3.747368410526316 17.17215136982456
3.1210526157894742 3.1210526157894742 9.74096943052632
5.0 1.4508771631578947 7.254385815789473
2.4947368210526317 1.8684210263157897 4.661218731578948
1.2421052315789474 2.2859648894736844 2.8394089484210534
3.1210526157894742 2.4947368210526317 7.786204881052634
3.329824547368421 3.747368410526316 12.47807932140351
4.164912273684211 4.582456136842105 19.085527807953216
1.2421052315789474 2.077192957894737 2.580092240000001
1.6596490947368423 2.077192957894737 3.4474114121637442
2.703508752631579 4.373684205263158 11.82429353017544
1.8684210263157897 4.582456136842105 8.561957398245616
4.791228068421053 3.747368410526316 17.95449671122807
2.4947368210526317 5.0 12.473684105263159
4.373684205263158 4.582456136842105 20.042216027017545
3.329824547368421 2.4947368210526317 8.307035905964913
2.2859648894736844 1.2421052315789474 2.8394089484210534
3.538596478947369 2.4947368210526317 8.827866930877194
2.077192957894737 3.538596478947369 7.350347686900586
1.6596490947368423 2.9122806842105264 4.833364001169592
3.538596478947369 4.164912273684211 14.737943906783627
5.0 1.6596490947368423 8.298245473684212
1.8684210263157897 1.0333333 1.9307016649122817
1.6596490947368423 4.582456136842105 7.605269179181287
4.373684205263158 1.4508771631578947 6.3456785322807026
1.2421052315789474 3.538596478947369 4.39530919894737
1.8684210263157897 1.6596490947368423 3.100923264912282
3.538596478947369 3.9561403421052637 13.999184284795327
3.1210526157894742 1.6596490947368423 5.1798521484210545
3.9561403421052637 1.6596490947368423 6.565804737426903
2.077192957894737 2.703508752631579 5.6157093425731
4.582456136842105 2.9122806842105264 13.345398493567252
1.0333333 1.4508771631578947 1.4992396869005857
1.6596490947368423 1.8684210263157897 3.100923264912282
2.9122806842105264 2.077192957894737 6.049368928654972
3.329824547368421 3.9561403421052637 13.17325322397661
4.164912273684211 4.373684205263158 18.2160110277193
5.0 4.373684205263158 21.868421026315794
1.6596490947368423 3.1210526157894742 5.1798521484210545
4.164912273684211 2.2859648894736844 9.520843225380117
3.329824547368421 2.703508752631579 9.002209808538012
4.791228068421053 2.703508752631579 12.953127018830411
2.9122806842105264 4.791228068421053 13.953400957309944
3.538596478947369 2.9122806842105264 10.305386174853803
2.4947368210526317 4.791228068421053 11.952853080350879
5.0 1.2421052315789474 6.210526157894737
1.6596490947368423 2.2859648894736844 3.793899559415206
1.4508771631578947 2.2859648894736844 3.3166542539181294
2.4947368210526317 2.4947368210526317 6.223711806315791
1.4508771631578947 2.703508752631579 3.922459109590644
3.538596478947369 4.582456136842105 16.215463150760236
4.373684205263158 4.791228068421053 20.95531852666667
1.0333333 5.0 5.1666665
3.1210526157894742 3.747368410526316 11.695733980000002
1.0333333 4.791228068421053 4.950935510994152
3.538596478947369 5.0 17.692982394736845
5.0 1.0333333 5.1666665
3.1210526157894742 1.2421052315789474 3.876675782105264
3.329824547368421 5.0 16.649122736842106
4.582456136842105 4.791228068421053 21.9555924651462
3.9561403421052637 2.077192957894737 8.21766685906433
2.9122806842105264 4.582456136842105 13.345398493567252
2.2859648894736844 4.791228068421053 10.952579141871347
1.2421052315789474 2.4947368210526317 3.098725656842106
2.703508752631579 1.8684210263157897 5.051292598245615
3.1210526157894742 1.8684210263157897 5.83144033157895
2.077192957894737 1.6596490947368423 3.4474114121637442
1.0333333 1.2421052315789474 1.2835086978947379
3.747368410526316 4.373684205263158 16.389806028421056
2.703508752631579 1.0333333 2.793625620935673
5.0 2.703508752631579 13.517543763157896
3.1210526157894742 3.329824547368421 10.392557613684213
4.164912273684211 5.0 20.82456136842105
2.077192957894737 4.373684205263158 9.084986031228071
1.6596490947368423 4.791228068421053 7.95175732643275
2.703508752631579 1.4508771631578947 3.922459109590644
3.747368410526316 1.8684210263157897 7.001661931578949
2.703508752631579 2.2859648894736844 6.180126086900586
3.747368410526316 3.1210526157894742 11.695733980000002
2.703508752631579 5.0 13.517543763157896
3.747368410526316 3.9561403421052637 14.825115345614037
2.703508752631579 2.9122806842105264 7.873376319883042
2.9122806842105264 1.8684210263157897 5.4413664649122815
1.2421052315789474 1.8684210263157897 2.3207755315789482
4.791228068421053 3.538596478947369 16.954222772748544
1.2421052315789474 3.747368410526316 4.6546259073684215
1.4508771631578947 4.791228068421053 6.951483387953217
2.703508752631579 3.747368410526316 10.131043297192983
2.2859648894736844 1.8684210263157897 4.271144864912282
3.9561403421052637 5.0 19.78070171052632
3.747368410526316 5.0 18.73684205263158
1.6596490947368423 3.9561403421052637 6.565804737426903
4.373684205263158 2.2859648894736844 9.998088530877196
4.373684205263158 2.703508752631579 11.82429353017544
2.9122806842105264 1.2421052315789474 3.617359073684211
2.4947368210526317 2.703508752631579 6.744542831228071
4.373684205263158 1.6596490947368423 7.258781031929827
2.077192957894737 2.9122806842105264 6.049368928654972
2.2859648894736844 3.747368410526316 8.566352614385966
3.747368410526316 4.164912273684211 15.607460687017545
3.1210526157894742 3.9561403421052637 12.347322163157898
1.4508771631578947 4.582456136842105 6.648580960116959
2.9122806842105264 3.1210526157894742 9.089381247368424
3.9561403421052637 3.538596478947369 13.999184284795327
5.0 2.4947368210526317 12.473684105263159
3.1210526157894742 3.538596478947369 11.044145796842109
2.077192957894737 1.4508771631578947 3.0137518260818723
3.538596478947369 3.538596478947369 12.521665040818718
3.329824547368421 1.0333333 3.440818587953217
1.2421052315789474 3.329824547368421 4.135992490526316
4.373684205263158 3.538596478947369 15.476703528771933
2.703508752631579 3.9561403421052637 10.69546004152047
1.0333333 4.582456136842105 4.7352045219883045
3.538596478947369 2.703508752631579 9.566626552865499
2.4947368210526317 3.1210526157894742 7.786204881052634
3.538596478947369 4.373684205263158 15.476703528771933
3.329824547368421 4.164912273684211 13.868427126549708
3.9561403421052637 2.9122806842105264 11.521391102339184
5.0 2.077192957894737 10.385964789473686
3.747368410526316 2.9122806842105264 10.913388638596492
2.9122806842105264 4.373684205263158 12.737396029824563
4.164912273684211 2.703508752631579 11.259876785847954
1.8684210263157897 4.164912273684211 7.781809664912282
4.791228068421053 1.4508771631578947 6.951483387953217
2.077192957894737 2.4947368210526317 5.182049756491229
2.2859648894736844 1.4508771631578947 3.3166542539181294
3.9561403421052637 1.8684210263157897 7.391735798245616
4.791228068421053 3.9561403421052637 18.954770649707605
1.6596490947368423 3.538596478947369 5.8728284429239785
2.4947368210526317 3.747368410526316 9.348697955789474
1.4508771631578947 5.0 7.254385815789473
2.2859648894736844 3.329824547368421 7.611862003391814
2.9122806842105264 3.747368410526316 10.913388638596492
2.2859648894736844 2.9122806842105264 6.657371392397662
1.2421052315789474 2.9122806842105264 3.617359073684211
4.373684205263158 3.9561403421052637 17.30290852807018
