in1 target
-1.0 -1.0
-0.8947368421052632 -0.7430062368265566
-0.7894736842105263 -0.5764773540961003
-0.6842105263157895 -0.4671675082458334
-0.5789473684210527 -0.39051548423548493
-0.4736842105263158 -0.32909386902543075
-0.368421052631579 -0.2710582250548141
-0.26315789473684215 -0.20859626371966553
-0.1578947368421053 -0.13637701885102335
-0.052631578947368474 -0.05000002019305371
0.05263157894736836 0.055555533118829194
0.1578947368421053 0.187481599079843
0.26315789473684204 0.35669211933771616
0.36842105263157876 0.5793738457145691
0.4736842105263157 0.8785371667287937
0.5789473684210527 1.2855669341169316
0.6842105263157894 1.841773289355554
0.7894736842105261 2.599942490183145
0.894736842105263 3.62588773712198
1.0 5.0
