in1 target
0.2 -1.6094379124341003
0.2947368421052632 -1.2216723814253367
0.3894736842105263 -0.9429589789563164
0.4842105263157895 -0.7252354951114458
0.5789473684210527 -0.5465437063680699
0.6736842105263159 -0.3949938082408688
0.7684210526315789 -0.26341745045214976
0.8631578947368421 -0.1471576443362877
0.9578947368421054 -0.0430173850836907
1.0526315789473684 0.05129329438755048
1.1473684210526316 0.13747099062860288
1.2421052631578948 0.216807732865124
1.3368421052631578 0.2903101948580504
1.431578947368421 0.3587779941355112
1.5263157894736843 0.4228568508200336
1.6210526315789473 0.4830757108130883
1.7157894736842105 0.5398733092062215
1.8105263157894738 0.5936175852129123
1.9052631578947368 0.6446201396652849
2.0 0.6931471805599453
