in1 in2 target
0 0 0.0
0.4824561315789473 -0.24210528421052635 -0.22498666821298324
0.8964912263157894 0.792982452631579 -1.2960502264928186
-0.03508773684210531 -0.6561403789473684 0.5499786335767327
0.17192981052631562 0.792982452631579 -0.7145737420421461
-0.759649152631579 -0.9666667 1.186993991303037
0.792982452631579 -0.6561403789473684 -0.17835408548913267
0.792982452631579 -0.5526316052631579 -0.2250093300201811
-0.13859651052631583 -0.9666667 0.6530825557833212
0.3789473578947369 -0.4491228315789474 0.03576234605942086
0.27543858421052625 0.5859649052631577 -0.756627229965289
-0.6561403789473684 -0.5526316052631579 1.0678883337735647
0.17192981052631562 0.4824561315789473 -0.5972203079467725
0.27543858421052625 -0.24210528421052635 -0.036249489306927396
0.06842103684210521 -0.24210528421052635 0.16665281231955087
0.8964912263157894 1.0 -1.2523898507598699
0.4824561315789473 -0.759649152631579 0.0804685308837555
0.6894736789473683 0.5859649052631577 -1.109290066433635
0.6894736789473683 -0.13859651052631583 -0.48665675231992933
-0.5526316052631579 -0.6561403789473684 1.0337762162816673
0.6894736789473683 -0.34561405789473687 -0.29894969537932714
-0.24210528421052635 -0.8631579263157895 0.780880728073712
-0.6561403789473684 0.4824561315789473 0.17333710028404348
-0.6561403789473684 0.6894736789473683 0.07404927743094969
-0.24210528421052635 0.5859649052631577 -0.2461008677868644
-0.9666667 -0.5526316052631579 1.254251713903797
-0.9666667 0.792982452631579 0.24234704631890236
0.4824561315789473 -0.4491228315789474 -0.0561702031395952
-0.6561403789473684 0.27543858421052625 0.33465372649655156
-0.9666667 -0.13859651052631583 0.9232727828966104
-0.8631579263157895 -0.6561403789473684 1.2494397492091198
-0.8631579263157895 0.06842103684210521 0.6662793304146226
-0.5526316052631579 -0.5526316052631579 0.9871209717506189
-0.759649152631579 -0.6561403789473684 1.186875022556403
0.792982452631579 0.4824561315789473 -1.1195605635097023
-0.5526316052631579 0.5859649052631577 0.033508726629726704
-0.13859651052631583 0.5859649052631577 -0.3473039026152531
-0.9666667 -0.4491228315789474 1.1898336745146545
-0.4491228315789474 0.792982452631579 -0.11265617580045917
0.5859649052631577 0.3789473578947369 -0.8974648536318239
-0.34561405789473687 0.792982452631579 -0.20630297388196217
0.17192981052631562 0.6894736789473683 -0.6965081307998664
-0.4491228315789474 0.27543858421052625 0.1660138845074225
0.3789473578947369 0.6894736789473683 -0.8936586708940516
0.27543858421052625 -0.6561403789473684 0.2436402596866516
0.6894736789473683 0.06842103684210521 -0.6921829955761917
0.06842103684210521 0.8964912263157894 -0.6045947624958551
0.792982452631579 0.27543858421052625 -0.9582439372971941
-0.5526316052631579 0.27543858421052625 0.2538863644736058
-0.03508773684210531 0.792982452631579 -0.5085812785392103
0.3789473578947369 -0.34561405789473687 -0.04309148861802092
-0.6561403789473684 -0.8631579263157895 1.141257684513249
0.8964912263157894 -0.13859651052631583 -0.6151244899151106
-0.03508773684210531 0.27543858421052625 -0.22991121823132876
-0.24210528421052635 0.6894736789473683 -0.28632767900858724
-0.4491228315789474 -0.34561405789473687 0.7559766177178513
-0.24210528421052635 -0.759649152631579 0.7797320719682359
0.5859649052631577 0.792982452631579 -1.089386500198422
-0.24210528421052635 1.0 -0.26073291451791814
-0.34561405789473687 0.06842103684210521 0.26909651943948365
0.17192981052631562 -0.34561405789473687 0.15405905147616428
0.5859649052631577 -0.03508773684210531 -0.510659986744285
-0.24210528421052635 0.3789473578947369 -0.11247164368426887
0.6894736789473683 -0.24210528421052635 -0.38891232577527335
0.5859649052631577 -0.759649152631579 -0.005261137979319264
-0.4491228315789474 -0.8631579263157895 0.9726178425241199
-0.759649152631579 0.4824561315789473 0.24566854453583364
-0.4491228315789474 -0.24210528421052635 0.666013987321905
0.3789473578947369 0.792982452631579 -0.9117242821363313
-0.13859651052631583 0.06842103684210521 0.06980316824219013
0.3789473578947369 0.3789473578947369 -0.7198026355697331
-0.9666667 0.8964912263157894 0.24976963462586044
0.4824561315789473 -0.6561403789473684 0.0549030807805958
-0.34561405789473687 0.5859649052631577 -0.1480105514179596
0.27543858421052625 -0.759649152631579 0.2692057097898113
0.792982452631579 0.5859649052631577 -1.1786215751410731
