in1 target
0.2 0.4472135954999579
0.2947368421052632 0.542896714030637
0.3894736842105263 0.624078267696069
0.4842105263157895 0.6958523739384593
0.5789473684210527 0.7608859102526822
0.6736842105263159 0.8207826816681233
0.7684210526315789 0.8765962882830265
0.8631578947368421 0.9290629121522622
0.9578947368421054 0.9787209698591859
1.0526315789473684 1.025978352085154
1.1473684210526316 1.0711528467275955
1.2421052631578948 1.114497762742436
1.3368421052631578 1.1562188829383293
1.431578947368421 1.1964860832322377
1.5263157894736843 1.2354415362426845
1.6210526315789473 1.2732056517228265
1.7157894736842105 1.3098814731433568
1.8105263157894738 1.3455579942126144
1.9052631578947368 1.3803127029389886
2.0 1.4142135623730951
