in1 in2 in3 target
2.0 2.0 2.0 16.0
2.1344444433333334 2.311481481111111 2.1344444433333334 22.477343572331282
1.9574074055555557 2.1344444433333334 1.7803703677777778 13.243012742889022
2.0459259244444445 2.311481481111111 1.691851848888889 13.536456264482885
1.691851848888889 2.1344444433333334 2.2229629622222222 17.84479811928309
2.2229629622222222 1.691851848888889 2.311481481111111 20.09441622719587
1.6033333300000001 1.6033333300000001 1.9574074055555557 9.849407267379569
2.311481481111111 2.0459259244444445 2.311481481111111 25.267435193750075
2.4 2.2229629622222222 2.0459259244444445 22.331776842033893
1.691851848888889 2.2229629622222222 1.8688888866666669 13.135951010637172
1.691851848888889 1.6033333300000001 2.2229629622222222 13.404499555437589
1.9574074055555557 2.1344444433333334 2.4 24.065149594334816
2.311481481111111 1.9574074055555557 2.4 26.061183181044942
2.1344444433333334 2.0459259244444445 1.8688888866666669 15.252524232146557
2.4 2.0459259244444445 2.1344444433333334 22.37025102662917
1.691851848888889 2.1344444433333334 2.311481481111111 19.29425536415113
1.691851848888889 1.8688888866666669 1.9574074055555557 12.114577315930353
2.2229629622222222 2.0459259244444445 2.4 26.1965811081039
1.6033333300000001 1.691851848888889 2.4 15.624590162375112
2.4 2.0459259244444445 1.8688888866666669 17.150157396453263
2.0459259244444445 2.0459259244444445 2.1344444433333334 19.06994854654607
2.311481481111111 2.2229629622222222 1.9574074055555557 19.687251950912493
2.4 1.7803703677777778 1.6033333300000001 10.984220451912487
2.1344444433333334 1.691851848888889 1.8688888866666669 12.612876651136274
1.9574074055555557 2.0459259244444445 1.9574074055555557 15.34382323459524
2.4 2.4 1.8688888866666669 20.11821506326756
1.691851848888889 2.0459259244444445 1.691851848888889 9.907792359842007
1.8688888866666669 1.7803703677777778 1.6033333300000001 8.553453138031648
2.1344444433333334 2.0459259244444445 2.2229629622222222 21.57939249390888
2.1344444433333334 2.4 1.7803703677777778 16.237412044485886
1.7803703677777778 2.311481481111111 2.2229629622222222 20.335985767427584
2.1344444433333334 1.8688888866666669 2.1344444433333334 18.173477896057218
2.0459259244444445 1.6033333300000001 1.7803703677777778 10.397631960073747
2.311481481111111 1.6033333300000001 2.1344444433333334 16.884334577993936
2.311481481111111 2.2229629622222222 1.6033333300000001 13.209010537555958
2.4 1.6033333300000001 1.691851848888889 11.014371564310617
2.0459259244444445 2.4 2.311481481111111 26.235055292699172
1.7803703677777778 2.2229629622222222 1.8688888866666669 13.823230413040076
1.7803703677777778 1.691851848888889 1.6033333300000001 7.743197366738036
2.0459259244444445 1.691851848888889 2.311481481111111 18.49409450110639
1.7803703677777778 1.9574074055555557 2.4 20.07308242091457
2.0459259244444445 2.4 1.691851848888889 14.054836822288726
2.311481481111111 1.8688888866666669 2.4 24.882635818277926
1.691851848888889 1.8688888866666669 2.4 18.212446761263408
2.2229629622222222 2.311481481111111 2.1344444433333334 23.409511738054178
2.4 2.4 1.691851848888889 16.48720902867121
2.4 2.0459259244444445 2.4 28.28287997952
2.1344444433333334 2.4 2.2229629622222222 25.31398686853466
1.9574074055555557 1.7803703677777778 1.691851848888889 9.975076730184343
2.0459259244444445 2.0459259244444445 1.8688888866666669 14.61997984404432
2.2229629622222222 1.8688888866666669 1.7803703677777778 13.168503483498226
2.311481481111111 1.7803703677777778 1.691851848888889 11.779461480038355
1.8688888866666669 2.2229629622222222 1.6033333300000001 10.679805656775056
2.4 1.9574074055555557 1.9574074055555557 17.999271294745515
2.311481481111111 2.311481481111111 1.9574074055555557 20.471199507980675
1.6033333300000001 1.8688888866666669 2.311481481111111 16.009882294019977
2.2229629622222222 1.691851848888889 1.691851848888889 10.765128487874122
1.8688888866666669 1.691851848888889 1.7803703677777778 10.022279877926762
2.0459259244444445 1.9574074055555557 2.311481481111111 21.396954797953683
1.6033333300000001 2.0459259244444445 2.0459259244444445 13.730727146717365
1.9574074055555557 1.9574074055555557 1.691851848888889 10.966981598901134
2.4 2.4 2.311481481111111 30.775372632112983
2.0459259244444445 2.311481481111111 2.4 27.23973054381195
1.8688888866666669 2.1344444433333334 2.0459259244444445 16.697372948385198
1.691851848888889 1.691851848888889 1.6033333300000001 7.358212099193104
2.311481481111111 2.311481481111111 1.7803703677777778 16.935637583992985
2.4 1.8688888866666669 2.4 25.83551996928
1.7803703677777778 2.1344444433333334 1.7803703677777778 12.045253022250273
1.7803703677777778 1.8688888866666669 2.311481481111111 17.77766325601382
1.7803703677777778 1.8688888866666669 1.8688888866666669 11.62146294643515
1.8688888866666669 1.7803703677777778 2.0459259244444445 13.927515475930692
2.1344444433333334 2.0459259244444445 2.0459259244444445 18.27909001382578
2.0459259244444445 1.7803703677777778 1.8688888866666669 12.722346679737614
1.6033333300000001 2.311481481111111 2.4 21.34699372997689
1.7803703677777778 1.7803703677777778 2.0459259244444445 13.267849162685954
2.311481481111111 1.6033333300000001 1.8688888866666669 12.94437846058483
2.2229629622222222 1.9574074055555557 2.4 25.063166387689876
2.311481481111111 1.6033333300000001 1.691851848888889 10.608131623742004
1.691851848888889 1.8688888866666669 1.691851848888889 9.050456231809891
1.691851848888889 2.311481481111111 1.6033333300000001 10.053108972007623
2.4 1.7803703677777778 2.0459259244444445 17.88551335539912
1.6033333300000001 2.1344444433333334 1.8688888866666669 11.952964755883706
1.6033333300000001 2.2229629622222222 1.9574074055555557 13.65584257842826
2.2229629622222222 2.2229629622222222 1.7803703677777778 15.663368603963447
2.4 2.311481481111111 1.7803703677777778 17.584190283906224
1.9574074055555557 2.0459259244444445 1.7803703677777778 12.693805722163514
2.311481481111111 1.691851848888889 1.9574074055555557 14.983566608503397
1.9574074055555557 2.0459259244444445 2.2229629622222222 19.7895348398022
1.7803703677777778 2.4 1.8688888866666669 14.92411414634254
1.8688888866666669 1.6033333300000001 1.8688888866666669 10.465844198832018
1.9574074055555557 1.8688888866666669 2.2229629622222222 18.07711671890173
1.7803703677777778 2.1344444433333334 2.4 21.88858543821274
2.311481481111111 2.0459259244444445 1.9574074055555557 18.119356836776127
1.7803703677777778 2.311481481111111 2.311481481111111 21.98779161611798
1.6033333300000001 2.0459259244444445 1.7803703677777778 10.397631960073747
2.1344444433333334 2.2229629622222222 1.7803703677777778 15.039652323847141
1.9574074055555557 1.6033333300000001 2.311481481111111 16.768178348088632
2.4 2.4 1.7803703677777778 18.257579403616393
1.8688888866666669 2.311481481111111 2.311481481111111 23.081006141995346
1.6033333300000001 2.0459259244444445 1.9574074055555557 12.568289632414348
1.6033333300000001 1.6033333300000001 1.7803703677777778 8.148325252384842
2.2229629622222222 2.2229629622222222 2.4 28.46341054893195
2.4 1.691851848888889 1.7803703677777778 12.87046644593504
1.8688888866666669 1.7803703677777778 1.9574074055555557 12.748417945460268
1.691851848888889 1.6033333300000001 2.4 15.624590162375112
1.6033333300000001 1.6033333300000001 1.8688888866666669 8.97872364178033
