in1 target
-1.0 -1.0
-0.8947368421052632 -0.8104679982504739
-0.7894736842105263 -0.6582592214608544
-0.6842105263157895 -0.536375564951159
-0.5789473684210527 -0.4378189240414055
-0.4736842105263158 -0.35559119405161105
-0.368421052631579 -0.2826942703017933
-0.26315789473684215 -0.21213004811196973
-0.1578947368421053 -0.13690042280215778
-0.052631578947368474 -0.05000728969237503
0.05263157894736836 0.05554745589736107
0.1578947368421053 0.18676191864703315
0.26315789473684204 0.35063420323662325
0.36842105263157876 0.5541624143461141
0.4736842105263157 0.8043446566554888
0.5789473684210527 1.1081790348447296
0.6842105263157894 1.4726636535938178
0.7894736842105261 1.904796617582737
0.894736842105263 2.4115760314914705
1.0 3.0
