in1 in2 target
0 0 0.8414709848078965
0.8964912263157894 0.06842103684210521 0.15761609424352752
-0.5526316052631579 0.5859649052631577 0.2756514362530684
-0.9666667 0.792982452631579 -0.3705700299296063
-0.6561403789473684 -0.6561403789473684 0.8188253360956582
0.5859649052631577 -0.5526316052631579 0.2756514362530684
-0.759649152631579 -0.759649152631579 0.6222789308797985
0.5859649052631577 0.4824561315789473 0.49534760579060844
-0.9666667 0.8964912263157894 -0.6644440053111131
-0.13859651052631583 0.3789473578947369 0.597132571107537
0.4824561315789473 -0.5526316052631579 0.45320781583960423
-0.03508773684210531 -0.24210528421052635 0.9681261018904025
0.3789473578947369 0.17192981052631562 0.5570562607304558
-0.13859651052631583 -0.03508773684210531 0.9289146997480047
0.8964912263157894 -0.24210528421052635 -0.08883038138589927
-0.34561405789473687 0.4824561315789473 0.47472743944253487
1.0 -0.03508773684210531 -0.03508773684210531
-0.8631579263157895 0.17192981052631562 0.8512062642384437
0.27543858421052625 -0.34561405789473687 0.7324952329436053
-0.8631579263157895 -0.13859651052631583 0.9718472996537877
0.17192981052631562 -0.5526316052631579 0.8646173282061921
0.8964912263157894 -0.8631579263157895 -0.5821535386556477
-0.9666667 -0.13859651052631583 0.9187639027458873
-0.6561403789473684 0.06842103684210521 0.9547150379226541
0.06842103684210521 -0.6561403789473684 0.9547150379226541
-0.759649152631579 0.06842103684210521 0.9456818335058874
-0.8631579263157895 0.6894736789473683 -0.048306162828848476
0.792982452631579 -0.03508773684210531 0.18482128473797682
-0.5526316052631579 -0.24210528421052635 1.0704871471318071
-0.6561403789473684 0.27543858421052625 0.7513038010838454
-0.13859651052631583 -0.13859651052631583 0.9817984862584721
0.3789473578947369 0.8964912263157894 0.4039631124088175
0.27543858421052625 -0.4491228315789474 0.7437067660230173
-0.759649152631579 -0.9666667 0.4206621930748688
1.0 -0.4491228315789474 -0.4491228315789474
0.17192981052631562 1.0 0.17192981052631562
-0.34561405789473687 0.5859649052631577 0.3262359083172134
-0.6561403789473684 -0.24210528421052635 1.0429211324102596
0.06842103684210521 -0.03508773684210531 0.8192299812611805
-0.5526316052631579 -0.03508773684210531 1.0187313257374322
0.17192981052631562 0.6894736789473683 0.3728543766632634
1.0 0.4824561315789473 0.4824561315789473
-0.03508773684210531 -0.4491228315789474 1.0132515162549038
-0.6561403789473684 -0.8631579263157895 0.6222651750663777
