in1 target
-1.0 -22.73
-0.8947368421052632 -20.172105263157896
-0.7894736842105263 -17.61421052631579
-0.6842105263157895 -15.056315789473686
-0.5789473684210527 -12.49842105263158
-0.4736842105263158 -9.940526315789475
-0.368421052631579 -7.38263157894737
-0.26315789473684215 -4.824736842105264
-0.1578947368421053 -2.2668421052631587
-0.052631578947368474 0.2910526315789461
0.05263157894736836 2.8489473684210513
0.1578947368421053 5.406842105263159
0.26315789473684204 7.964736842105262
0.36842105263157876 10.522631578947365
0.4736842105263157 13.080526315789472
0.5789473684210527 15.63842105263158
0.6842105263157894 18.196315789473683
0.7894736842105261 20.754210526315784
0.894736842105263 23.312105263157893
1.0 25.87
