in1 target
-1.0 0.0
-0.8947368421052632 -0.0355914686771408
-0.7894736842105263 -0.11204721620581393
-0.6842105263157895 -0.19354314993059651
-0.5789473684210527 -0.2558863761101636
-0.4736842105263158 -0.2849643733954095
-0.368421052631579 -0.2751941663075669
-0.26315789473684215 -0.2279714987163276
-0.1578947368421053 -0.15012000731796268
-0.052631578947368474 -0.05234039511344261
0.05263157894736836 0.052340395113442496
0.1578947368421053 0.15012000731796268
0.26315789473684204 0.22797149871632755
0.36842105263157876 0.27519416630756677
0.4736842105263157 0.2849643733954095
0.5789473684210527 0.2558863761101636
0.6842105263157894 0.19354314993059651
0.7894736842105261 0.11204721620581437
0.894736842105263 0.035591468677141025
1.0 0.0
